201300
154700
201300
201300
201300
192500
201300
16300
19500
154700
154700
19500
16300
16300
192500
16300
16300
201300
10000
19500
10000
201300
19500
4700
16300
16300
4700
16300
16300
154700
4700
16300
10000
154700
19500
16300
10000
10000
10000
201300
192500
4700
19500
154700
154700
