6, 3, 2, 2, 2, 2
6, 3, 2, 2, 3, 3
6, 3, 2, 2, 4, 6
6, 3, 2, 2, 3, 2
6, 2, 6, 7, 3, 8
2, 2, 6, 8, 2, 6
2, 2, 6, 8, 2, 2
2, 2, 6, 8, 3, 2
2, 2, 7, 7, 2, 4
3, 3, 7, 5, 2, 6
3, 3, 7, 5, 3, 5
3, 3, 7, 5, 2, 3
3, 3, 7, 5, 4, 2
3, 3, 7, 5, 2, 6
3, 5, 7, 5, 4, 3
5, 5, 2, 5, 2, 2
5, 5, 7, 2, 2, 4
5, 5, 7, 2, 2, 2
5, 8, 7, 2, 2, 7
5, 8, 3, 2, 4, 2
